,formula,Eg (eV),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,composition_oxid,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,Computed band gap small,Computed band gap large
2074,CsAgSb4S7,2.04,Cs1 Ag1 Sb4 S7,16.0,55.0,39.0,32.15384615384615,17.39644970414201,16.0,5.0,88.0,83.0,78.92307692307692,13.514792899408288,88.0,32.065,132.9054519,100.8404519,73.25143476153845,44.35462205088757,32.065,301.59,1234.93,933.3400000000001,605.396923076923,280.47159763313607,388.36,1.0,16.0,15.0,14.153846153846153,2.508875739644971,16.0,3.0,6.0,3.0,4.0,1.0769230769230769,3.0,105.0,244.0,139.0,129.23076923076923,26.09467455621302,105.0,0.79,2.58,1.79,2.229230769230769,0.37775147928994096,2.58,1.0,2.0,1.0,1.8461538461538463,0.26035502958579876,2.0,0.0,4.0,4.0,3.076923076923077,0.9940828402366864,4.0,0.0,10.0,10.0,3.8461538461538463,4.733727810650887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,8.76923076923077,4.177514792899408,6.0,0.0,1.0,1.0,0.15384615384615385,0.2603550295857988,0.0,0.0,3.0,3.0,2.0,0.6153846153846154,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.1538461538461537,0.5207100591715975,2.0,16.33,115.765,99.435,33.75716346153846,12.616590236686392,25.786875,0.0,2.202,2.202,1.1856923076923076,1.0944852071005917,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,229.0,159.0,123.6923076923077,57.822485207100584,70.0,Cs+1 Ag+1 Sb3+4 S2-7,-2.0,3.0,5.0,2.900304243675541,1.7759,1.7759
2075,WSe2,1.49,W1 Se2,34.0,74.0,40.0,47.333333333333336,17.77777777777778,34.0,51.0,89.0,38.0,76.33333333333333,16.88888888888889,89.0,78.96,183.84,104.88000000000001,113.92,46.613333333333344,78.96,494.0,3695.0,3201.0,1561.0,1422.6666666666667,494.0,6.0,16.0,10.0,12.666666666666666,4.444444444444445,16.0,4.0,6.0,2.0,4.666666666666667,0.888888888888889,4.0,120.0,162.0,42.0,134.0,18.666666666666668,120.0,2.36,2.55,0.18999999999999995,2.4866666666666664,0.08444444444444447,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,4.0,10.0,6.0,8.0,2.6666666666666665,10.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,16.0,20.0,4.0,17.333333333333332,1.7777777777777775,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,6.0,6.0,2.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,3.3333333333333335,1.777777777777778,2.0,16.05,25.92,9.870000000000001,22.63,4.386666666666668,25.92,0.0,0.799,0.799,0.5326666666666667,0.3551111111111111,0.799,0.0,0.0,0.0,0.0,0.0,0.0,14.0,229.0,215.0,85.66666666666667,95.55555555555554,14.0,W4+1 Se2-2,-2.0,4.0,6.0,4.242640687119285,1.5109000000000004,1.5378
2076,TlSe,0.79,Tl1 Se1,34.0,81.0,47.0,57.5,23.5,34.0,76.0,89.0,13.0,82.5,6.5,76.0,78.96,204.3833,125.4233,141.67165,62.71165,78.96,494.0,577.0,83.0,535.5,41.5,494.0,13.0,16.0,3.0,14.5,1.5,13.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,145.0,25.0,132.5,12.5,120.0,1.62,2.55,0.9299999999999997,2.085,0.46499999999999986,1.62,2.0,2.0,0.0,2.0,0.0,2.0,1.0,4.0,3.0,2.5,1.5,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,16.0,27.0,11.0,21.5,5.5,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,3.5,1.5,2.0,25.92,26.91,0.9899999999999984,26.415,0.4949999999999992,25.92,0.0,0.799,0.799,0.3995,0.3995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,194.0,180.0,104.0,90.0,14.0,Tl+1 Se-1,-1.0,1.0,2.0,1.4142135623730951,0.35809999999999986,0.0
2077,Ca3Sb2,1.4,Ca3 Sb2,20.0,51.0,31.0,32.4,14.88,20.0,7.0,85.0,78.0,38.2,37.44,7.0,40.078,121.76,81.682,72.7508,39.20736,40.078,903.78,1115.0,211.22000000000003,1030.512,101.38560000000003,1115.0,2.0,15.0,13.0,7.2,6.24,2.0,4.0,5.0,1.0,4.4,0.4800000000000001,4.0,139.0,176.0,37.0,161.2,17.76,176.0,1.0,2.05,1.0499999999999998,1.42,0.5039999999999999,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,7.2,6.24,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,31.56,37.77,6.210000000000004,35.286,2.980800000000002,37.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,201.4,28.32,225.0,Ca2+3 Sb3-2,-3.0,2.0,5.0,3.5355339059327378,0.08539999999999992,0.08539999999999992
2078,TlBr,3.073,Tl1 Br1,35.0,81.0,46.0,58.0,23.0,35.0,76.0,95.0,19.0,85.5,9.5,76.0,79.904,204.3833,124.4793,142.14364999999998,62.23965,79.904,265.8,577.0,311.2,421.4,155.6,265.8,13.0,17.0,4.0,15.0,2.0,13.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,145.0,25.0,132.5,12.5,120.0,1.62,2.96,1.3399999999999999,2.29,0.6699999999999999,1.62,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,17.0,27.0,10.0,22.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,26.91,29.48,2.5700000000000003,28.195,1.2850000000000001,26.91,0.0,1.457,1.457,0.7285,0.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,129.0,65.0,64.0,Tl+1 Br-1,-1.0,1.0,2.0,1.4142135623730951,2.3494,2.3615
2079,Na8CsB21O36,4.67,Na8 Cs1 B21 O36,5.0,55.0,50.0,8.121212121212121,2.118457300275482,8.0,2.0,87.0,85.0,70.68181818181819,18.640495867768593,87.0,10.811,132.9054519,122.0944519,16.96716675969697,4.9733062212947665,15.9994,54.8,2348.0,2293.2,826.5053030303031,968.2238980716254,54.8,1.0,16.0,15.0,13.0,3.272727272727273,16.0,2.0,6.0,4.0,2.1818181818181817,0.3140495867768594,2.0,66.0,244.0,178.0,86.54545454545455,24.033057851239672,66.0,0.79,3.44,2.65,2.6501515151515154,0.8616528925619833,3.44,1.0,2.0,1.0,1.8636363636363635,0.2355371900826447,2.0,0.0,4.0,4.0,2.5,1.6363636363636365,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.363636363636363,1.7851239669421486,6.0,0.0,1.0,1.0,0.13636363636363635,0.23553719008264462,0.0,0.0,5.0,5.0,2.6818181818181817,1.4752066115702476,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.8181818181818183,1.3884297520661157,2.0,7.1725,115.765,108.5925,12.547184343430303,7.1753638659250685,9.105,0.0,1.524,1.524,0.4849090909090909,0.6612396694214876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,90.5909090909091,85.73553719008264,12.0,,,,,,,
2080,Cu2P2S6,2.2,Cu2 P2 S6,15.0,29.0,14.0,18.4,4.239999999999999,16.0,64.0,88.0,24.0,82.2,7.2799999999999985,88.0,30.973762,63.546,32.572238,38.1429524,10.16121904,32.065,317.3,1357.77,1040.47,568.03,315.896,388.36,11.0,16.0,5.0,14.8,1.5199999999999996,16.0,3.0,4.0,1.0,3.2,0.3200000000000001,3.0,105.0,132.0,27.0,110.8,8.479999999999999,105.0,1.9,2.58,0.6800000000000002,2.366,0.25680000000000003,2.58,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,3.0,1.2,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,6.8,1.6799999999999997,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,3.0,3.0,1.8,0.72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.4,2.0,11.07,25.786875,14.716874999999998,22.20017261904,4.452069047615999,25.786875,0.0,2.202,2.202,1.6461999999999999,0.66696,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,87.4,55.040000000000006,70.0,Cu+1 P5+1 S2-3,-2.0,5.0,7.0,3.6839419880650364,1.1643999999999997,1.1643999999999997
2081,Ag3AsS3,2.2,Ag3 As1 S3,16.0,47.0,31.0,31.714285714285715,13.469387755102039,16.0,65.0,88.0,23.0,77.57142857142857,10.775510204081632,65.0,32.065,107.8682,75.8032,70.67445714285715,33.09382040816327,32.065,388.36,1234.93,846.57,851.41,396.90000000000003,388.36,11.0,16.0,5.0,13.714285714285714,2.326530612244898,11.0,3.0,5.0,2.0,4.0,0.8571428571428571,3.0,105.0,145.0,40.0,124.14285714285714,17.877551020408163,105.0,1.93,2.58,0.6500000000000001,2.244285714285714,0.28775510204081634,1.93,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,2.142857142857143,1.836734693877551,0.0,0.0,10.0,10.0,5.714285714285714,4.8979591836734695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.428571428571429,2.9387755102040813,6.0,0.0,1.0,1.0,0.42857142857142855,0.4897959183673469,0.0,0.0,3.0,3.0,1.2857142857142858,1.1020408163265307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7142857142857142,0.6122448979591837,1.0,16.33,25.786875,9.456875,21.217946428571427,4.189668367346939,16.33,0.0,2.202,2.202,0.9437142857142857,1.0785306122448979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,150.14285714285714,68.6938775510204,70.0,Ag+3 As3+1 S2-3,-2.0,3.0,5.0,2.3664319132398464,1.7201,1.6718000000000002
2082,SrTe,3.77,Sr1 Te1,38.0,52.0,14.0,45.0,7.0,38.0,8.0,90.0,82.0,49.0,41.0,8.0,87.62,127.6,39.97999999999999,107.61,19.989999999999995,87.62,722.66,1050.0,327.34000000000003,886.3299999999999,163.67000000000002,722.66,2.0,16.0,14.0,9.0,7.0,2.0,5.0,5.0,0.0,5.0,0.0,5.0,138.0,195.0,57.0,166.5,28.5,138.0,0.95,2.1,1.1500000000000001,1.525,0.5750000000000001,0.95,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,9.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,34.7633333333,54.23,19.4666666667,44.49666666665,9.73333333335,34.7633333333,0.0,0.464,0.464,0.232,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,225.0,73.0,188.5,36.5,152.0,Sr2+1 Te2-1,-2.0,2.0,4.0,2.8284271247461903,2.0435000000000003,0.5679999999999996
2083,TlBr,2.64,Tl1 Br1,35.0,81.0,46.0,58.0,23.0,35.0,76.0,95.0,19.0,85.5,9.5,76.0,79.904,204.3833,124.4793,142.14364999999998,62.23965,79.904,265.8,577.0,311.2,421.4,155.6,265.8,13.0,17.0,4.0,15.0,2.0,13.0,4.0,6.0,2.0,5.0,1.0,4.0,120.0,145.0,25.0,132.5,12.5,120.0,1.62,2.96,1.3399999999999999,2.29,0.6699999999999999,1.62,2.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,3.0,2.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,14.0,14.0,7.0,7.0,0.0,17.0,27.0,10.0,22.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,26.91,29.48,2.5700000000000003,28.195,1.2850000000000001,26.91,0.0,1.457,1.457,0.7285,0.7285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,129.0,65.0,64.0,Tl+1 Br-1,-1.0,1.0,2.0,1.4142135623730951,2.3494,2.3615
2084,ZrNiSb,0.55,Zr1 Ni1 Sb1,28.0,51.0,23.0,39.666666666666664,7.777777777777779,28.0,44.0,85.0,41.0,63.333333333333336,14.444444444444445,44.0,58.6934,121.76,63.06660000000001,90.55913333333332,21.24382222222223,58.6934,903.78,2128.0,1224.22,1586.5933333333332,455.2088888888889,903.78,4.0,15.0,11.0,9.666666666666666,3.777777777777778,4.0,4.0,5.0,1.0,4.666666666666667,0.44444444444444436,4.0,124.0,175.0,51.0,146.0,19.333333333333332,124.0,1.33,2.05,0.7199999999999998,1.7633333333333334,0.28888888888888875,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,2.0,10.0,8.0,6.666666666666667,3.1111111111111107,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,11.0,9.666666666666666,3.777777777777778,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.3333333333333333,0.0,0.0,8.0,8.0,3.3333333333333335,3.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,4.333333333333333,2.444444444444444,2.0,10.32,31.56,21.24,21.691666666666666,7.5811111111111105,10.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.19846490000000003,0.2646198666666667,0.0,166.0,225.0,59.0,195.0,20.0,166.0,Zr2+1 Ni+1 Sb3-1,-3.0,2.0,5.0,2.6457513110645907,0.0,0.0
2085,Mg2Sn,0.34,Mg2 Sn1,12.0,50.0,38.0,24.666666666666668,16.88888888888889,12.0,68.0,80.0,12.0,72.0,5.333333333333333,68.0,24.305,118.71,94.405,55.77333333333333,41.95777777777778,24.305,505.08,923.0,417.92,783.6933333333333,185.74222222222224,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,5.0,2.0,3.6666666666666665,0.8888888888888888,3.0,139.0,141.0,2.0,140.33333333333334,0.8888888888888857,141.0,1.31,1.96,0.6499999999999999,1.5266666666666666,0.2888888888888888,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,22.89,33.285,10.394999999999996,26.355,4.619999999999998,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,194.0,53.0,176.33333333333334,23.555555555555554,194.0,Mg0+2 Sn0+1,0.0,0.0,0.0,0.0,0.0,0.0
2086,PtS2,0.75,Pt1 S2,16.0,78.0,62.0,36.666666666666664,27.555555555555554,16.0,63.0,88.0,25.0,79.66666666666667,11.111111111111109,88.0,32.065,195.084,163.019,86.40466666666667,72.45288888888889,32.065,388.36,2041.4,1653.04,939.3733333333333,734.6844444444445,388.36,10.0,16.0,6.0,14.0,2.6666666666666665,16.0,3.0,6.0,3.0,4.0,1.3333333333333333,3.0,105.0,136.0,31.0,115.33333333333333,13.777777777777777,105.0,2.28,2.58,0.30000000000000027,2.48,0.13333333333333344,2.58,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.777777777777778,4.0,0.0,9.0,9.0,3.0,4.0,0.0,0.0,14.0,14.0,4.666666666666667,6.222222222222221,0.0,6.0,24.0,18.0,12.0,8.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.888888888888889,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,15.02,25.786875,10.766874999999999,22.197916666666668,4.785277777777776,25.786875,0.0,2.202,2.202,1.468,0.9786666666666667,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,121.66666666666667,68.8888888888889,70.0,Pt4+1 S2-2,-2.0,4.0,6.0,4.242640687119285,1.4440000000000004,1.4440000000000004
2087,CeFMoO4,2.52,Ce1 F1 Mo1 O4,8.0,58.0,50.0,20.142857142857142,17.06122448979592,8.0,15.0,93.0,78.0,72.28571428571429,22.734693877551017,87.0,15.9994,140.116,124.11660000000002,45.58171474285714,41.4035915755102,15.9994,53.5,2896.0,2842.5,605.6714285714286,787.3306122448979,54.8,3.0,17.0,14.0,12.857142857142858,4.775510204081633,16.0,2.0,6.0,4.0,3.0,1.4285714285714286,2.0,57.0,204.0,147.0,97.0,46.857142857142854,66.0,1.12,3.98,2.86,3.0028571428571427,0.7787755102040818,3.44,1.0,2.0,1.0,1.8571428571428572,0.24489795918367344,2.0,0.0,5.0,5.0,3.0,1.7142857142857142,4.0,0.0,5.0,5.0,0.8571428571428571,1.2244897959183674,0.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,4.0,7.0,3.0,5.857142857142857,0.5306122448979594,6.0,0.0,1.0,1.0,0.14285714285714285,0.24489795918367346,0.0,0.0,2.0,2.0,1.2857142857142858,0.8163265306122449,2.0,0.0,9.0,9.0,2.0,2.857142857142857,0.0,0.0,13.0,13.0,1.8571428571428572,3.183673469387755,0.0,1.0,22.0,21.0,5.285714285714286,4.979591836734694,2.0,9.105,37.24,28.135,14.151071428571429,7.036530612244898,9.105,0.0,1.97,1.97,0.2814285714285714,0.48244897959183675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,69.42857142857143,81.18367346938774,12.0,Ce3+1 F-1 Mo6+1 O2-4,-2.0,6.0,8.0,3.803507153492243,0.09779999999999944,0.09779999999999944
2088,InSb,0.2357,In1 Sb1,49.0,51.0,2.0,50.0,1.0,49.0,75.0,85.0,10.0,80.0,5.0,75.0,114.818,121.76,6.942000000000007,118.289,3.4710000000000036,114.818,429.75,903.78,474.03,666.765,237.015,429.75,13.0,15.0,2.0,14.0,1.0,13.0,5.0,5.0,0.0,5.0,0.0,5.0,139.0,142.0,3.0,140.5,1.5,139.0,1.78,2.05,0.2699999999999998,1.915,0.1349999999999999,1.78,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,2.0,14.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,4.0,1.0,3.0,24.26,31.56,7.299999999999997,27.91,3.6499999999999986,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,166.0,27.0,152.5,13.5,139.0,In3+1 Sb3-1,-3.0,3.0,6.0,4.242640687119285,0.0,0.0
2089,Rh0.67S2,1.5,Rh0.67 S2,16.0,45.0,29.0,23.277153558052436,10.902102708692786,16.0,59.0,88.0,29.0,80.72284644194757,10.902102708692786,88.0,32.065,102.9055,70.8405,49.841455056179775,26.631393342591426,32.065,388.36,2237.0,1848.6399999999999,852.2509363295882,694.9676948757874,388.36,9.0,16.0,7.0,14.243445692883896,2.6315420331327415,16.0,3.0,5.0,2.0,3.50187265917603,0.7518691523236404,3.0,105.0,142.0,37.0,114.28464419475655,13.909579317987347,105.0,2.28,2.58,0.30000000000000027,2.5047191011235954,0.11278037284854622,2.58,1.0,2.0,1.0,1.749063670411985,0.3759345761618202,2.0,0.0,4.0,4.0,2.9962546816479403,1.5037383046472808,4.0,0.0,8.0,8.0,2.00749063670412,3.0074766092945624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,3.0,6.752808988764046,1.127803728485461,6.0,0.0,1.0,1.0,0.250936329588015,0.3759345761618203,0.0,0.0,2.0,2.0,1.4981273408239701,0.7518691523236404,2.0,0.0,2.0,2.0,0.50187265917603,0.7518691523236406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.250936329588015,0.3759345761618202,2.0,13.64,25.786875,12.146874999999998,22.738782771535583,4.566430304815608,25.786875,0.0,2.202,2.202,1.649438202247191,0.8278079367083281,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,108.89513108614233,58.26985930508214,70.0,,,,,,,
2090,Nd4Ge3S12,2.62,Nd4 Ge3 S12,16.0,60.0,44.0,27.789473684210527,14.891966759002768,16.0,19.0,88.0,69.0,72.05263157894737,22.337950138504155,88.0,32.065,144.242,112.17699999999999,62.087789473684204,37.92352354570636,32.065,388.36,1294.0,905.64,708.9747368421052,404.98703601108036,388.36,3.0,16.0,13.0,12.947368421052632,4.188365650969528,16.0,3.0,6.0,3.0,3.789473684210526,0.9972299168975068,3.0,105.0,201.0,96.0,127.57894736842105,30.91412742382272,105.0,1.14,2.58,1.4400000000000002,2.1868421052631577,0.4966204986149586,2.58,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.8421052631578947,1.4626038781163435,4.0,0.0,10.0,10.0,1.5789473684210527,2.6592797783933517,0.0,0.0,4.0,4.0,0.8421052631578947,1.3296398891966759,0.0,6.0,14.0,8.0,7.2631578947368425,2.1274238227146816,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.894736842105263,0.7977839335180056,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,2.1052631578947367,3.32409972299169,0.0,2.0,10.0,8.0,4.0,2.526315789473684,2.0,23.005,34.81,11.805000000000003,27.247236842105263,3.1843213296398907,25.786875,0.0,2.202,2.202,1.4512105263157895,0.9483656509695291,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,120.57894736842105,63.88919667590029,70.0,Nd3+4 Ge4+3 S2-12,-2.0,4.0,6.0,3.61420807370024,1.9759000000000002,1.9759000000000002
